entity_id,colour_temperature,colour_temperature_value,created_at,dimension,dimmable,dimmable_value,energylabel_type,farbtemperatur_filter,farbtemperatur_filter_value,gtin,label,lamp_holder,lamp_holder_value,lamp_max,lamp_max_value,luminous_flux,luminous_flux_value,luminous_intensity,manufacturer,manufacturer_value,manufacturer_sku,name,price,sku,small_image,thumbnail,updated_at,url_key,variation,variation_value,variation_text,visibility,voltage,voltage_value
151803,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,"L: 759mm, Ø: 24mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8727900860061,,47991,2G13,39999,58 W,40000,4700 lm,,27556,Philips,860061,U-Form Leuchtstofflampe 2G13 T26-U 58W/840,55,701413,/p/h/philips-u-form-leuchtstofflampe-2g13-t26-u-58w-840_20140731-64565_425877.jpg,/p/h/philips-u-form-leuchtstofflampe-2g13-t26-u-58w-840_20140731-64565_425877.jpg,2023-02-13 02:55:17,philips-u-form-leuchtstofflampe-2g13-t26-u-58w-840-701413,39996,58 W -Neutralweiß 840,58 W -Neutralweiß 840,1,,
151805,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 13.2mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8727900890839,,,,30391,20 W,29452,1800 lm,,27556,Philips,890839,Halogenmetalldampf CDM-Tm GU6.5 HIT-TC-CE 20W/830,68,701022,/p/h/philips-halogenmetalldampf-cdm-tm-gu6-5-hit-tc-ce-20w-830_20140731-64253_426201.jpg,/p/h/philips-halogenmetalldampf-cdm-tm-gu6-5-hit-tc-ce-20w-830_20140731-64253_426201.jpg,2023-02-13 02:55:17,philips-halogenmetalldampf-cdm-tm-gu6-5-hit-tc-ce-20w-830-701022,44525,20 W -Warmweiß 830,20 W -Warmweiß 830,1,,
151806,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 13.2mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8718291153825,,,,28134,35 W,40160,3300 lm,,27556,Philips,153825,Halogenmetalldampf CDM-Tm GU6.5 HIT-TC-CE 35W/930,69,701023,/p/h/philips-halogenmetalldampf-cdm-tm-gu6-5-hit-tc-ce-35w-930_20140731-64254_426078.jpg,/p/h/philips-halogenmetalldampf-cdm-tm-gu6-5-hit-tc-ce-35w-930_20140731-64254_426078.jpg,2023-02-13 02:55:17,philips-halogenmetalldampf-cdm-tm-gu6-5-hit-tc-ce-35w-930-701023,44543,35 W -Warmweiß 930,35 W -Warmweiß 930,1,,
151807,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500706676,,28276,2G11,39101,18 W,28849,1200 lm,,27556,Philips,706676,Kompakt-Leuchtstofflampe 2G11 TC-L 18W/827,13,701127,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-827_20140731-64358_424423.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-827_20140731-64358_424423.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-827-701127,44422,18 W -Warmweiß Extra 827,18 W -Warmweiß Extra 827,1,,
151808,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8711500706683,,28276,2G11,39101,18 W,28849,1200 lm,,27556,Philips,706683,Kompakt-Leuchtstofflampe 2G11 TC-L 18W/830,13,701128,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-830_20140731-64359_426611.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-830_20140731-64359_426611.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-830-701128,44423,18 W -Warmweiß 830,18 W -Warmweiß 830,1,,
151809,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500706690,,28276,2G11,39101,18 W,28849,1200 lm,,27556,Philips,706690,Kompakt-Leuchtstofflampe 2G11 TC-L 18W/840,13,701129,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-840_20140731-64360_424600.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-840_20140731-64360_424600.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-18w-840-701129,39992,18 W -Neutralweiß 840,18 W -Neutralweiß 840,1,,
151810,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500706706,,28276,2G11,39883,24 W,29452,1800 lm,,27556,Philips,706706,Kompakt-Leuchtstofflampe 2G11 TC-L 24W/827,14,701130,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-827_20140731-64361_426415.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-827_20140731-64361_426415.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-827-701130,44424,24 W -Warmweiß Extra 827,24 W -Warmweiß Extra 827,1,,
151811,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8711500706713,,28276,2G11,39883,24 W,29452,1800 lm,,27556,Philips,706713,Kompakt-Leuchtstofflampe 2G11 TC-L 24W/830,14,701131,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-830_20140731-64362_426508.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-830_20140731-64362_426508.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-830-701131,44425,24 W -Warmweiß 830,24 W -Warmweiß 830,1,,
151812,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500706720,,28276,2G11,39883,24 W,29452,1800 lm,,27556,Philips,706720,Kompakt-Leuchtstofflampe 2G11 TC-L 24W/840,14,701132,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-840_20140731-64363_426548.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-840_20140731-64363_426548.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-24w-840-701132,44426,24 W -Neutralweiß 840,24 W -Neutralweiß 840,1,,
151813,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500706737,,28276,2G11,39889,36 W,31250,2900 lm,,27556,Philips,706737,Kompakt-Leuchtstofflampe 2G11 TC-L 36W/827,17,701133,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-827_20140731-64364_426865.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-827_20140731-64364_426865.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-827-701133,44427,36 W -Warmweiß Extra 827,36 W -Warmweiß Extra 827,1,,
151814,43079,Tageslicht-Weiß 6500 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64619,Tageslichtweiß,8711500635204,,28276,2G11,39889,36 W,31250,2900 lm,,27556,Philips,635204,Kompakt-Leuchtstofflampe 2G11 TC-L 36W/865,10,701134,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-865_20140731-64365_426811.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-865_20140731-64365_426811.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-865-701134,44429,36 W -Tageslichtweiß 865,36 W -Tageslichtweiß 865,1,,
151815,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8711500706744,,28276,2G11,39889,36 W,31250,2900 lm,,27556,Philips,706744,Kompakt-Leuchtstofflampe 2G11 TC-L 36W/830,17,701135,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-830_20140731-64366_424443.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-830_20140731-64366_424443.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-830-701135,44430,36 W -Warmweiß 830,36 W -Warmweiß 830,1,,
151816,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500706751,,28276,2G11,39889,36 W,31250,2900 lm,,27556,Philips,706751,Kompakt-Leuchtstofflampe 2G11 TC-L 36W/840,17,701136,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-840_20140731-64367_426694.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-840_20140731-64367_426694.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-36w-840-701136,39994,36 W -Neutralweiß 840,36 W -Neutralweiß 840,1,,
151817,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500610973,,28276,2G11,39903,40 W,29665,3500 lm,,27556,Philips,610973,Kompakt-Leuchtstofflampe 2G11 TC-L 40W/840,12,701137,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-40w-840_20140731-64368_426190.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-40w-840_20140731-64368_426190.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-40w-840-701137,44431,40 W -Tageslichtweiß 840,40 W -Tageslichtweiß 840,1,,
151818,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8711500610942,,28276,2G11,39903,40 W,29665,3500 lm,,27556,Philips,610942,Kompakt-Leuchtstofflampe 2G11 TC-L 40W/830,12,701138,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-40w-830_20140731-64369_426465.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-40w-830_20140731-64369_426465.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-40w-830-701138,44433,40 W -Warmweiß 830,40 W -Warmweiß 830,1,,
151819,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8711500615411,,28276,2G11,39776,55 W,39777,4800 lm,,27556,Philips,615411,Kompakt-Leuchtstofflampe 2G11 TC-L 55W/830,18,701139,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-830_20140731-64370_426328.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-830_20140731-64370_426328.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-830-701139,44434,55 W -Warmweiß 830,55 W -Warmweiß 830,1,,
151820,43079,Tageslicht-Weiß 6500 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64619,Tageslichtweiß,8711500261700,,28276,2G11,39776,55 W,31167,4500 lm,,27556,Philips,261700,Kompakt-Leuchtstofflampe 2G11 TC-L 55W/865,13,701140,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-865_20140731-64371_426638.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-865_20140731-64371_426638.jpg,2023-02-13 02:55:17,philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-865-701140,44435,55 W -Tageslichtweiß 865,55 W -Tageslichtweiß 865,1,,
151821,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500615428,,28276,2G11,39776,55 W,39777,4800 lm,,27556,Philips,615428,Kompakt-Leuchtstofflampe 2G11 TC-L 55W/840,18,701141,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-840_20140731-64372_424428.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-840_20140731-64372_424428.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-2g11-tc-l-55w-840-701141,44436,55 W -Neutralweiß 840,55 W -Neutralweiß 840,1,,
151822,27715,Warmweiß 3000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64483,Warmweiß,8711500867087,,28276,2G11,39785,80 W,28581,6000 lm,,27556,Philips,867087,Kompakt-Leuchtstofflampe 2G11 TC-L 80W/830,20,701142,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-80w-830_20140731-64373_393161.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-80w-830_20140731-64373_393161.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-2g11-tc-l-80w-830-701142,44437,80 W -Warmweiß 830,80 W -Warmweiß 830,1,,
151823,27859,Neutralweiß 4000 K,2019-06-24 16:12:20,Ø: 37.7mm,5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500867124,,28276,2G11,39785,80 W,28581,6000 lm,,27556,Philips,867124,Kompakt-Leuchtstofflampe 2G11 TC-L 80W/840,20,701143,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-80w-840_20140731-64374_426212.jpg,/p/h/philips-kompakt-leuchtstofflampe-2g11-tc-l-80w-840_20140731-64374_426212.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-2g11-tc-l-80w-840-701143,44439,80 W -Neutralweiß 840,80 W -Neutralweiß 840,1,,
151824,27715,Warmweiß 3000 K,2019-06-24 16:12:20,"L: 119.6mm, Ø: 22mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500197825,,47992,RX7s,39048,70 W,39225,6500 lm,,27556,Philips,197825,Halogenmetalldampf CDM-T RX7s HIT-DE-CE 70W/830,60,701017,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-70w-830_20140731-64248_426740.jpg,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-70w-830_20140731-64248_426740.jpg,2023-02-13 02:55:18,philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-70w-830-701017,44528,70 W -Warmweiß 830,70 W -Warmweiß 830,1,,
151825,28615,Neutralweiß 4200 K,2019-06-24 16:12:20,"L: 119.6mm, Ø: 22mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500200020,,47992,RX7s,39048,70 W,28581,6000 lm,,27556,Philips,200020,Halogenmetalldampf CDM-T RX7s HIT-DE-CE 70W/942,60,701018,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-70w-942_20140731-64249_424783.jpg,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-70w-942_20140731-64249_424783.jpg,2023-02-13 02:55:18,philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-70w-942-701018,44615,70 W -Tageslichtweiß 942,70 W -Tageslichtweiß 942,1,,
151826,27715,Warmweiß 3000 K,2019-06-24 16:12:20,"L: 137.4mm, Ø: 22mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500197849,,47992,RX7s,36855,150 W,44632,13250 lm,,27556,Philips,197849,Halogenmetalldampf CDM-T RX7s HIT-DE-CE 150W/830,60,701019,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-150w-830_20140731-64250_424492.jpg,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-150w-830_20140731-64250_424492.jpg,2023-02-13 02:55:18,philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-150w-830-701019,44530,150 W -Warmweiß 830,150 W -Warmweiß 830,1,,
151827,28615,Neutralweiß 4200 K,2019-06-24 16:12:20,"L: 137.4mm, Ø: 22mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500200259,,47992,RX7s,36855,150 W,44635,14200 lm,,27556,Philips,200259,Halogenmetalldampf CDM-T RX7s HIT-DE-CE 150W/942,60,701020,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-150w-942_20140731-64251_394182.jpg,/p/h/philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-150w-942_20140731-64251_394182.jpg,2023-02-13 02:55:18,philips-halogenmetalldampf-cdm-t-rx7s-hit-de-ce-150w-942-701020,44633,150 W -Tageslichtweiß 942,150 W -Tageslichtweiß 942,1,,
151829,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:20,"L: 141mm, Ø: 15mm",5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500269652,,47994,GR8,39639,16 W,31154,1050 lm,,27556,Philips,269652,Kompakt-Leuchtstofflampe Square GR8 TC-DD 16W/827,13,701230,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-16w-827_20140731-64461_426470.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-16w-827_20140731-64461_426470.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-16w-827-701230,44490,16 W -Warmweiß Extra 827,16 W -Warmweiß Extra 827,1,,
151830,27715,Warmweiß 3000 K,2019-06-24 16:12:20,"L: 141mm, Ø: 15mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500269874,,47994,GR8,39639,16 W,31154,1050 lm,,27556,Philips,269874,Kompakt-Leuchtstofflampe Square GR8 TC-DD 16W/830,13,701231,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-16w-830_20140731-64462_425859.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-16w-830_20140731-64462_425859.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-16w-830-701231,44491,16 W -Warmweiß 830,16 W -Warmweiß 830,1,,
151831,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:20,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500274540,,47994,GR8,39643,28 W,39257,2050 lm,,27556,Philips,274540,Kompakt-Leuchtstofflampe Square GR8 TC-DD 28W/827,19,701232,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-28w-827_20140731-64463_377730.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-28w-827_20140731-64463_377730.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-28w-827-701232,44492,28 W -Warmweiß Extra 827,28 W -Warmweiß Extra 827,1,,
151832,27715,Warmweiß 3000 K,2019-06-24 16:12:20,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500274557,,47994,GR8,39643,28 W,39257,2050 lm,,27556,Philips,274557,Kompakt-Leuchtstofflampe Square GR8 TC-DD 28W/830,19,701233,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-28w-830_20140731-64464_426720.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-28w-830_20140731-64464_426720.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr8-tc-dd-28w-830-701233,44493,28 W -Warmweiß 830,28 W -Warmweiß 830,1,,
151833,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:20,"L: 141mm, Ø: 15mm",5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500269881,,47993,GR10q,39639,16 W,31154,1050 lm,,27556,Philips,269881,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 16W/827,15,701221,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-16w-827_20140731-64452_426731.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-16w-827_20140731-64452_426731.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-16w-827-701221,44490,16 W -Warmweiß Extra 827,16 W -Warmweiß Extra 827,1,,
151834,27715,Warmweiß 3000 K,2019-06-24 16:12:22,"L: 141mm, Ø: 15mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500269898,,47993,GR10q,39639,16 W,31154,1050 lm,,27556,Philips,269898,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 16W/830,15,701222,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-16w-830_20140731-64453_373383.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-16w-830_20140731-64453_373383.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-16w-830-701222,44491,16 W -Warmweiß 830,16 W -Warmweiß 830,1,,
151836,27715,Warmweiß 3000 K,2019-06-24 16:12:22,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500269928,,47993,GR10q,39643,28 W,29452,1800 lm,,27556,Philips,269928,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 28W/830,19,701224,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-28w-830_20140731-64455_425447.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-28w-830_20140731-64455_425447.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-28w-830-701224,44493,28 W -Warmweiß 830,28 W -Warmweiß 830,1,,
151837,27859,Neutralweiß 4000 K,2019-06-24 16:12:22,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500269935,,47993,GR10q,39643,28 W,29452,1800 lm,,27556,Philips,269935,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 28W/840,19,701225,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-28w-840_20140731-64456_426371.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-28w-840_20140731-64456_426371.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-28w-840-701225,44494,28 W -Neutralweiß 840,28 W -Neutralweiß 840,1,,
151838,30210,Neutralweiß 3500 K,2019-06-24 16:12:22,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500271730,,47993,GR10q,39637,38 W,28033,2800 lm,,27556,Philips,271730,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 38W/835,20,701226,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-835_20140731-64457_424529.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-835_20140731-64457_424529.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-835-701226,44495,38 W -Warmweiß 835,38 W -Warmweiß 835,1,,
151839,27859,Neutralweiß 4000 K,2019-06-24 16:12:23,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500271747,,47993,GR10q,39637,38 W,28033,2800 lm,,27556,Philips,271747,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 38W/840,19,701227,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-840_20140731-64458_424440.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-840_20140731-64458_424440.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-840-701227,44496,38 W -Neutralweiß 840,38 W -Neutralweiß 840,1,,
151841,27715,Warmweiß 3000 K,2019-06-24 16:12:23,"L: 207mm, Ø: 24mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500271723,,47993,GR10q,39637,38 W,28033,2800 lm,,27556,Philips,271723,Kompakt-Leuchtstofflampe Square GR10q TC-DDEL 38W/830,19,701229,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-830_20140731-64460_426512.jpg,/p/h/philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-830_20140731-64460_426512.jpg,2023-02-13 02:55:18,philips-kompakt-leuchtstofflampe-square-gr10q-tc-ddel-38w-830-701229,44498,38 W -Warmweiß 830,38 W -Warmweiß 830,1,,
151843,27715,Warmweiß 3000 K,2019-06-24 16:12:23,"L: 41mm, Ø: 38mm",5440,Dimmbar,,64483,Warmweiß,8711500401953,,40279,BA15d,30391,20 W,36748,235 lm,1500 Cd,27556,Philips,401953,Halogenreflektorlampe BA15d QR-CB37 20W 18°,19,701050,/p/h/philips-halogenreflektorlampe-ba15d-qr-cb37-20w-18_20140731-64281_425687.jpg,/p/h/philips-halogenreflektorlampe-ba15d-qr-cb37-20w-18_20140731-64281_425687.jpg,2023-02-13 02:55:18,philips-halogenreflektorlampe-ba15d-qr-cb37-20w-18-701050,44400,20 W - 18°,20 W - 18°,1,47973,12
151852,43079,Tageslicht-Weiß 6500 K,2019-06-24 16:12:23,"L: 451.6mm, Ø: 26mm",5439,Nicht dimmbar,,64619,Tageslichtweiß,8711500917314,,40722,G13,39545,15 W,28296,1000 lm,,27556,Philips,917314,Leuchtstofflampe G13 T26 15W/865,8,701353,/p/h/philips-leuchtstofflampe-g13-t26-15w-865_20140731-64505_425718.jpg,/p/h/philips-leuchtstofflampe-g13-t26-15w-865_20140731-64505_425718.jpg,2023-02-13 02:55:19,philips-leuchtstofflampe-g13-t26-15w-865-701353,44845,15 W -Tageslichtweiß 865,15 W -Tageslichtweiß 865,1,,
151854,27719,Warmweiß Extra 2700 K,2019-06-24 16:12:23,"L: 604mm, Ø: 28mm",5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8711500631626,,40722,G13,39101,18 W,34419,1350 lm,,27556,Philips,631626,Leuchtstofflampe G13 T26 18W/827,8,701355,/p/h/philips-leuchtstofflampe-g13-t26-18w-827_20140731-64507_424884.jpg,/p/h/philips-leuchtstofflampe-g13-t26-18w-827_20140731-64507_424884.jpg,2023-02-13 02:55:19,philips-leuchtstofflampe-g13-t26-18w-827-701355,44422,18 W -Warmweiß Extra 827,18 W -Warmweiß Extra 827,1,,
151855,27715,Warmweiß 3000 K,2019-06-24 16:12:23,"L: 604mm, Ø: 28mm",5439,Nicht dimmbar,67950,64483,Warmweiß,8711500631657,,40722,G13,39101,18 W,34419,1350 lm,,27556,Philips,631657,Leuchtstofflampe G13 T26 18W/830,8,701356,/p/h/philips-leuchtstofflampe-g13-t26-18w-830_20140731-64508_426563.jpg,/p/h/philips-leuchtstofflampe-g13-t26-18w-830_20140731-64508_426563.jpg,2023-02-13 02:55:19,philips-leuchtstofflampe-g13-t26-18w-830-701356,44423,18 W -Warmweiß 830,18 W -Warmweiß 830,1,,
151856,27859,Neutralweiß 4000 K,2019-06-24 16:12:23,"L: 604mm, Ø: 28mm",5439,Nicht dimmbar,67950,64480,Neutralweiß,8711500631718,,40722,G13,39101,18 W,34419,1350 lm,,27556,Philips,631718,Leuchtstofflampe G13 T26 18W/840,8,701357,/p/h/philips-leuchtstofflampe-g13-t26-18w-840_20140731-64509_426662.jpg,/p/h/philips-leuchtstofflampe-g13-t26-18w-840_20140731-64509_426662.jpg,2023-02-13 02:55:19,philips-leuchtstofflampe-g13-t26-18w-840-701357,39992,18 W -Neutralweiß 840,18 W -Neutralweiß 840,1,,
